aback,taken by surprise or caught off guard,,,,,,,,,,,
earns, obtain (money) in return for labor or services,,,,,,,,,,,
earth, the planet on which we live,,,,,,,,,,,
eased, make (something unpleasant or intense) less serious or severe,,,,,,,,,,,
easel, a wooden frame for holding an artist's work while it is being painted or drawn,,,,,,,,,,,
easer, a person or thing that makes something easier,,,,,,,,,,,
eases, make (something unpleasant or intense) less serious or severe,,,,,,,,,,,
eaten, past participle of eat,,,,,,,,,,,
eater, a person or animal that eats,,,,,,,,,,,
eaves, the part of a roof that meets or overhangs the walls of a building,,,,,,,,,,,
ebbed, (of tidewater) move away from the land; recede,,,,,,,,,,,
ebony, a very dark black,,,,,,,,,,,
ebook, an electronic version of a printed book that can be read on a computer or handheld device,,,,,,,,,,,
echos, a sound or series of sounds caused by the reflection of sound waves from a surface back to the listener,,,,,,,,,,,
eclat, brilliant display or effect,,,,,,,,,,,
edema, a condition characterized by an excess of watery fluid collecting in the cavities or tissues of the body,,,,,,,,,,,
edged, having a specified kind of edge or border,,,,,,,,,,,
edger, a person who defines or marks the edge of something,,,,,,,,,,,
edges, the outside limit of an object, area, or surface; a place or part farthest away from the center of something,,,,,,,,,
edict, an official order or proclamation issued by a person in authority,,,,,,,,,,,
edify, instruct or improve (someone) morally or intellectually,,,,,,,,,,,
edits, prepare (written material) for publication by correcting, condensing, or otherwise modifying it,,,,,,,,,
eejit, (chiefly Irish) a foolish person,,,,,,,,,,,
eerie, strange and frightening,,,,,,,,,,,
egged, throw eggs at (someone or something),,,,,,,,,,,
egret, a heron with long, white, and delicate plumes,,,,,,,,,
eider, a large sea duck, especially of the northern hemisphere, the female of which has soft, downy feathers,,,,,,,,
eidos, the form or essence of a thing,,,,,,,,,,,
eight, the number equivalent to the product of two and four; one more than seven, or two less than ten,,,,,,,,,,
eject, force or throw (something) out, typically in a violent or sudden way,,,,,,,,,,
ejido, (in Mexico) a piece of land farmed communally under a system supported by the state,,,,,,,,,,,
eland, a large African antelope with a long head, tufted tail, and distinctive spiral horns, living in open wooded areas,,,,,,,,
elbow, the joint between the forearm and the upper arm,,,,,,,,,,,
elder, a person of greater age than someone specified,,,,,,,,,,,
elect, choose (someone) to hold public office or some other position by voting,,,,,,,,,,,
elegy, a poem of serious reflection, typically a lament for the dead,,,,,,,,,,
elide, omit (a sound or syllable) when speaking,,,,,,,,,,,
elite, a select group that is superior in terms of ability or qualities to the rest of a group or society,,,,,,,,,,,
elope, run away secretly in order to get married, especially without parental consent,,,,,,,,,,
elude, evade or escape from (a danger, enemy, or pursuer), typically in a skillful or cunning way,,,,,,,,
elute, purify (a substance) by washing it with a solvent, especially in chromatography,,,,,,,,,,
elven, of or relating to elves,,,,,,,,,,,
elves, a supernatural creature of folk tales, typically represented as a small, elusive figure in human form with pointed ears, magical powers, and a capricious nature,,,,,,,
email, messages distributed by electronic means from one computer user to one or more recipients via a network,,,,,,,,,,,
embed, fix (an object) firmly and deeply in a surrounding mass,,,,,,,,,,,
ember, a small piece of burning or glowing coal or wood in a dying fire,,,,,,,,,,,
emcee, a master of ceremonies,,,,,,,,,,,
emery, a grayish-black mineral consisting of corundum and either hematite or magnetite,,,,,,,,,,,
emirs, a title of high office, especially in Arabic-speaking regions,,,,,,,,,,
emits, produce and discharge (something, especially gas or radiation),,,,,,,,,,
emote, portray emotion in a theatrical manner,,,,,,,,,,,
empty, containing nothing; not filled or occupied,,,,,,,,,,,
enact, make (a bill or other proposal) law,,,,,,,,,,,
ended, come or bring to a final point; finish,,,,,,,,,,,
endow, give or bequeath an income or property to (a person or institution),,,,,,,,,,,
enema, a procedure in which liquid or gas is injected into the rectum, typically to expel its contents,,,,,,,,,,
enemy, a person who is actively opposed or hostile to someone or something,,,,,,,,,,,
enjoy, take delight or pleasure in (an activity or occasion),,,,,,,,,,,
ennui, a feeling of listlessness and dissatisfaction arising from a lack of occupation or excitement,,,,,,,,,,,
enoki, a thin, white mushroom with long stems and small, rounded caps, used in East Asian cuisine,,,,,,,,
enrol, officially register as a member of an institution or a student on a course,,,,,,,,,,,
ensue, happen or occur afterward or as a result,,,,,,,,,,,
enter, come or go into (a place),,,,,,,,,,,
entry, an act of going or coming in,,,,,,,,,,,
envoy, a messenger or representative, especially one on a diplomatic mission,,,,,,,,,,
eosin, a red fluorescent dye used in histology to stain cytoplasm,,,,,,,,,,,
epics, a long poem, typically one derived from ancient oral tradition, narrating the deeds and adventures of heroic or legendary figures or the history of a nation,,,,,,,,,
epoch, a period of time in history or a person's life, typically one marked by notable events or particular characteristics,,,,,,,,,,
epoxy, denoting or relating to a tough, solvent-resistant adhesive consisting of an epoxy resin,,,,,,,,,,
equal, being the same in quantity, size, degree, or value,,,,,,,,
equip, supply with the necessary items for a particular purpose,,,,,,,,,,,
erase, remove (writing or marks) from a surface,,,,,,,,,,,
erect, rigidly upright or straight,,,,,,,,,,,
ergot, a fungal disease of rye and other cereals in which black elongated fruiting bodies grow in the ears of the cereal,,,,,,,,,,,
erode, (of wind, water, or other natural agents) gradually wear away (soil, rock, or land),,,,,,,
erred, be mistaken or incorrect; make a mistake,,,,,,,,,,,
error, a mistake,,,,,,,,,,,
erupt, (of a volcano, geyser, or other natural phenomenon) become active and eject lava, ash, or other material,,,,,,,
essay, a short piece of writing on a particular subject,,,,,,,,,,,
ether, a pleasant-smelling colorless volatile liquid that is highly flammable,,,,,,,,,,,
ethic, a set of moral principles, especially ones relating to or affirming a specified group, field, or form of conduct,,,,,,,,
ethos, the characteristic spirit of a culture, era, or community as manifested in its beliefs and aspirations,,,,,,,,,
ethyl, the univalent hydrocarbon group C2H5, derived from ethane by the removal of one hydrogen atom,,,,,,,,,,
etude, a short musical composition, typically for one instrument, designed as an exercise to improve the technique or demonstrate the skill of the player,,,,,,,,,
euros, the single European currency adopted by eleven EU countries on January 1,1999,,,,,,,,,,
evade, escape or avoid, especially by cleverness or trickery,,,,,,,,,,
evens, equal in number or amount,,,,,,,,,,,
event, a thing that happens, especially one of importance,,,,,,,,,,
every, used to refer to all the individual members of a set without exception,,,,,,,,,,,
evict, expel (someone) from a property, especially with the support of the law,,,,,,,,,,
evils, profound immorality, wickedness, and depravity, especially when regarded as a supernatural force,,,,,,,,
evoke, bring or recall (a feeling, memory, or image) to the conscious mind,,,,,,,,,
ewers, a large jug with a wide mouth, formerly used for carrying water for someone to wash in,,,,,,,,,,
exact, correct in all details; precise,,,,,,,,,,,
exalt, hold (someone or something) in very high regard; think or speak very highly of,,,,,,,,,,,
exams, a set of questions or exercises evaluating skill or knowledge,,,,,,,,,,,
excel, be exceptionally good at or proficient in an activity or subject,,,,,,,,,,,
execs, a high-ranking official in a business or government,,,,,,,,,,,
exert, apply or bring to bear (a force, influence, or quality),,,,,,,,,
exile, the state of being barred from one's native country, typically for political or punitive reasons,,,,,,,,,,
exist, have objective reality or being,,,,,,,,,,,
exits, a way out, especially of a public building, room, or passenger vehicle,,,,,,,,
expat, a person who lives outside their native country,,,,,,,,,,,
expel, deprive (someone) of membership of or involvement in a school or other organization,,,,,,,,,,,
expos, a public exhibition or show, especially one held to promote a particular activity,,,,,,,,,,
extol, praise enthusiastically,,,,,,,,,,,
extra, added to an existing or usual amount or number,,,,,,,,,,,
exude, discharge (moisture or a smell) slowly and steadily,,,,,,,,,,,
exult, show or feel elation or jubilation, especially as the result of a success,,,,,,,,,,
exurb, a district outside a city, especially a prosperous one,,,,,,,,,,
eying, look at or watch closely or with interest,,,,,,,,,,,
eyrie, a large nest of a bird of prey, especially an eagle, typically built high in a tree or on a cliff,,,,,,,,,
fable, a short story, typically with animals as characters, conveying a moral,,,,,,,,,
faced, having a face of a specified kind or number,,,,,,,,,,,
facer, a blow to the face,,,,,,,,,,,
faces, the front part of a person's head from the forehead to the chin, or the corresponding part in an animal,,,,,,,,,,
facet, one side of something many-sided, especially of a cut gem,,,,,,,,,,
facia, the front of a building,,,,,,,,,,,
facts, a thing that is known or proved to be true,,,,,,,,,,,
faded, gradually grow faint and disappear,,,,,,,,,,,
fader, a device used to control the volume of an audio signal,,,,,,,,,,,
fades, gradually grow faint and disappear,,,,,,,,,,,
faery, fairyland,,,,,,,,,,,
fails, be unsuccessful in achieving one's goal,,,,,,,,,,,
faint, lacking in strength or clarity; feeble or slight,,,,,,,,,,,
fairs, (of hair or complexion) light; blond,,,,,,,,,,,
fairy, a small imaginary being of human form that has magical powers, especially a female one,,,,,,,,,,
faith, complete trust or confidence in someone or something,,,,,,,,,,,
faked, forge or counterfeit (something),,,,,,,,,,,
faker, a person who produces counterfeit money, documents, or goods,,,,,,,,,
fakes, forge or counterfeit (something),,,,,,,,,,,
fakie, (in skateboarding or snowboarding) a maneuver performed by riding backward on a skateboard or snowboard,,,,,,,,,,,
fakir, a Muslim or Hindu religious ascetic or mendicant, especially one who performs feats of magic or endurance,,,,,,,,,,
falls, move downward, typically rapidly and freely without control, from a higher to a lower level,,,,,,,,,
famed, widely known, especially for a particular trait or accomplishment,,,,,,,,,,
fancy, elaborate in structure or decoration,,,,,,,,,,,
fangs, a large pointed tooth, especially a canine tooth of a dog or wolf,,,,,,,,,,
fanny, the buttocks,,,,,,,,,,,
farce, a comic dramatic work using buffoonery and horseplay and typically including crude characterization and ludicrously improbable situations,,,,,,,,,,,
fared, perform in a specified way in a particular situation or over a particular period,,,,,,,,,,,
fares, the money a passenger on public transportation has to pay,,,,,,,,,,,
farms, an area of land and its buildings used for growing crops and rearing animals,,,,,,,,,,,
farts, emit gas from the anus,,,,,,,,,,,
fasts, abstain from all or some kinds of food or drink, especially as a religious observance,,,,,,,,,,
fatal, resulting in death,,,,,,,,,,,
fated, be destined to happen, turn out, or act in a particular way,,,,,,,,,
fates, the development of events beyond a person's control, regarded as determined by a supernatural power,,,,,,,,,,
fatso, a fat person,,,,,,,,,,,
fatty, containing a high proportion of fat,,,,,,,,,,,
fatwa, a ruling on a point of Islamic law given by a recognized authority,,,,,,,,,,,
fault, responsibility for an accident or misfortune,,,,,,,,,,,
fauna, the animals of a particular region, habitat, or geological period,,,,,,,,,
fauns, a rural deity represented as a man with a goat's horns, ears, tail, and legs,,,,,,,,
favas, a bean pod with thick, spongy edible seeds,,,,,,,,,,
faves, favorite,,,,,,,,,,,
favor, an attitude of approval or liking,,,,,,,,,,,
fawns, (of a deer) produce young,,,,,,,,,,,
faxed, transmit (a document) electronically over a telephone line to a printer,,,,,,,,,,,
faxes, transmit (a document) electronically over a telephone line to a printer,,,,,,,,,,,
fazed, cause (someone) to feel surprised, disconcerted, or confused,,,,,,,,,
fazes, cause (someone) to feel surprised, disconcerted, or confused,,,,,,,,,
fears, be afraid of (someone or something) as likely to be dangerous, painful, or threatening,,,,,,,,,
feast, a large meal, typically one in celebration of something,,,,,,,,,,
feats, an achievement that requires great courage, skill, or strength,,,,,,,,,
fecal, relating to or containing feces,,,,,,,,,,,
feces, waste matter discharged from the bowels,,,,,,,,,,,
feeds, give food to,,,,,,,,,,,
feels, perceive or experience through touch,,,,,,,,,,,
feign, pretend to be affected by (a feeling, state, or injury),,,,,,,,,
feint, a deceptive or pretended blow, thrust, or other movement, especially in boxing or fencing,,,,,,,,
fella, a fellow (often used as a term of address or in exclamations),,,,,,,,,,,
fells, cut down (a tree),,,,,,,,,,,
felon, a person who has been convicted of a felony,,,,,,,,,,,
felts, a fabric made of wool, fur, or hair, matted together by heat, moisture, and great pressure,,,,,,
femme, (especially in lesbian contexts) a lesbian or gay woman, especially a feminine one,,,,,,,,,,
femur, the bone of the thigh or upper hind limb, articulating at the hip and the knee,,,,,,,,,,
fence, a barrier, railing, or other upright structure, typically of wood or wire, enclosing an area of ground to mark a boundary, control access, or prevent escape,,,,,
fends, look after and provide for oneself, without any help from others,,,,,,,,,,
feral, (especially of an animal) in a wild state, especially after escape from captivity or domestication,,,,,,,,,,
feria, a day or time of celebration or festival; a fair,,,,,,,,,,,
ferns, a flowerless plant that has feathery or leafy fronds and reproduces by spores released from the undersides of the fronds,,,,,,,,,,,
ferny, full of ferns,,,,,,,,,,,
ferry, a boat or ship for conveying passengers and goods, especially over a relatively short distance and as a regular service,,,,,,,,,,
fests, a festival or celebration,,,,,,,,,,,
fetal, of or relating to a fetus,,,,,,,,,,,
fetch, go for and then bring back (someone or something) for someone,,,,,,,,,,,
feted, honor or entertain (someone) lavishly,,,,,,,,,,,
fetes, a celebration or festival,,,,,,,,,,,
fetid, smelling extremely unpleasant,,,,,,,,,,,
fetus, an unborn offspring of a mammal, in particular an unborn human baby more than eight weeks after conception,,,,,,,,,,
feuds, a prolonged and bitter quarrel or dispute,,,,,,,,,,,
fever, an abnormally high body temperature, usually accompanied by shivering, headache, and in severe instances, delirium,,,,,,,
fewer, a smaller number of,,,,,,,,,,,
fiats, a formal authorization or proposition; a decree,,,,,,,,,,,
fiber, a thread or filament from which a vegetable tissue, mineral substance, or textile is formed,,,,,,,,,
fibre, a thread or filament from which a vegetable tissue, mineral substance, or textile is formed,,,,,,,,,
fiche, a flat strip of metal, plastic, or another material bearing small printed symbols, used in a machine for punching holes in paper tape or cards,,,,,,,,
ficus, a genus of tropical trees, shrubs, and vines belonging to the fig family, widely cultivated for ornamental purposes and for their edible fruit,,,,,,,,
fiefs, an estate of land, especially one held on condition of feudal service,,,,,,,,,,
field, an area of open land, especially one planted with crops or pasture, typically bounded by hedges or fences,,,,,,,,,
fiend, an evil spirit or demon,,,,,,,,,,,
fiery, consisting of fire or burning strongly and brightly,,,,,,,,,,,
fifes, a high-pitched transverse flute used commonly in military and marching musical groups,,,,,,,,,,,
fifth, constituting number five in a sequence; 5th,,,,,,,,,,,
fifty, the number equivalent to the product of five and ten; ten less than sixty; 50,,,,,,,,,,,
fight, take part in a violent struggle involving the exchange of physical blows or the use of weapons,,,,,,,,,,,
filch, pilfer or steal (something, especially a thing of small value) in a casual way,,,,,,,,,,
filed, place (a document) in a cabinet, box, or folder in a particular order for preservation and easy reference,,,,,,,,,
filer, a person or thing that files something, especially someone who inserts documents into a file folder or cabinet,,,,,,,,,,
files, arrange (a document) in a certain format for storage and easy retrieval,,,,,,,,,,,
filet, a boneless cut or slice of meat or fish for frying or grilling,,,,,,,,,,,
fills, cause (a space or container) to become full or almost full,,,,,,,,,,,
filly, a young female horse, especially one less than four years old,,,,,,,,,,
films, record (a scene, event, or action) on celluloid film for a movie or television,,,,,,,,,
filmy, of or like film; filmy,,,,,,,,,,,
filth, disgusting dirt or refuse,,,,,,,,,,,
final, coming at the end of a series,,,,,,,,,,,
finca, a farm or ranch, especially in a Spanish-speaking country,,,,,,,,,,
finch, a seed-eating songbird that typically has a stout bill and colorful plumage,,,,,,,,,,,
finds, discover or perceive by chance or unexpectedly,,,,,,,,,,,
fined, penalize (someone) financially for an offense,,,,,,,,,,,
finer, of high quality,,,,,,,,,,,
fines, a sum of money exacted as a penalty by a court of law or other authority,,,,,,,,,,,
finis, the end or conclusion of something,,,,,,,,,,,
finks, a person who informs on another person or group, especially to the authorities,,,,,,,,,,
fiord, a long, narrow inlet of the sea, with steep cliffs rising alongside,,,,,,,,,
fired, dismiss (an employee) from a job,,,,,,,,,,,
fires, dismiss (an employee) from a job,,,,,,,,,,,
firms, make (something) hard or solid,,,,,,,,,,,
first, coming before all others in time or order; earliest; 1st,,,,,,,,,,,
fishy, relating to, resembling, or smelling of fish,,,,,,,,,
fists, a person's hand when the fingers are clenched tightly into the palm and the thumb is held across them, as when striking a blow,,,,,,,,,,
fitly, in a manner appropriate to the circumstances; suitably,,,,,,,,,,,
fiver, a five-pound note (informal),,,,,,,,,,,
fives, a ball game similar to squash but played with hands,,,,,,,,,,,
fixed, fastened securely in position,,,,,,,,,,,
fixer, a person who makes arrangements for other people, especially of an illicit or devious kind,,,,,,,,,,
fixes, fasten (something) securely in a particular place or position,,,,,,,,,,,
fizzy, (of a liquid) effervescent, typically because of the presence of dissolved gas; fizzy,,,,,,,,,,
fjord, a long, narrow inlet with steep sides or cliffs, created by glacial erosion,,,,,,,,,
flack, strong criticism,,,,,,,,,,,
flags, a piece of cloth or similar material, typically oblong or square, attachable by one edge to a pole or rope and used as the symbol or emblem of a country or institution or as a decoration during public festivities,,,,,,,,,
flail, wave or swing or cause to wave or swing wildly,,,,,,,,,,,
flair, a special or instinctive aptitude or ability for doing something well,,,,,,,,,,,
flake, a small, thin piece of something, especially one that has broken off from a larger piece,,,,,,,,,
flaky, breaking or separating easily into small thin pieces,,,,,,,,,,,
flame, a hot glowing body of ignited gas that is generated by something on fire,,,,,,,,,,,
flank, the side of a person's or animal's body between the ribs and the hip,,,,,,,,,,,
flans, a type of tart or tartlet, especially a Spanish one filled with fruit, custard, or caramel,,,,,,,,
flaps, a thin piece of material attached at one edge, used to cover or line something, or to form a hinge or barrier,,,,,,,,,
flare, a sudden brief burst of bright flame or light,,,,,,,,,,,
flash, shine or show a light to send (a signal),,,,,,,,,,,
flask, a bottle, typically one made of glass, having a narrow neck and a flat, square, or round body,,,,,,,
flats, a flat shoe,,,,,,,,,,,
flaws, a fault or weakness in someone or something,,,,,,,,,,,
flays, peel the skin off (a corpse or carcass),,,,,,,,,,,
fleas, a small wingless jumping insect that feeds on the blood of mammals and birds,,,,,,,,,,,
fleck, a small patch of color or light,,,,,,,,,,,
flees, run away from a danger, enemy, or pursuer,,,,,,,,,
fleet, a group of ships sailing together, engaged in the same activity, or under the same ownership,,,,,,,,,
flesh, the soft substance consisting of muscle and fat that is found between the skin and bones of an animal or a human,,,,,,,,,,,
flick, propel (something) with a sudden sharp movement, especially of the fingers,,,,,,,,,,
flier, a person or animal that flies, especially in a particular way,,,,,,,,,,
flies, (of a bird, bat, or insect) move through the air under control,,,,,,,,,
fling, throw or hurl forcefully,,,,,,,,,,,
float, rest or move on or near the surface of a liquid without sinking,,,,,,,,,,,
flood, an overflowing of a large amount of water beyond its normal confines, especially over what is normally dry land,,,,,,,,,,
floor, the lower surface of a room, on which one may walk,,,,,,,,,,
flour, a powder obtained by grinding grain, typically wheat, and used to make bread, cakes, and pastry,,,,,,,
flown, past participle of fly,,,,,,,,,,,
flows, move along or out steadily and continuously in a current or stream,,,,,,,,,,,
fluid, a substance that has no fixed shape and yields easily to external pressure; a gas or (especially) a liquid,,,,,,,,,,,
flyer, a person who travels in an aircraft,,,,,,,,,,,
focal, of or relating to the center or main point of interest,,,,,,,,,,,
focus, the center of interest or activity,,,,,,,,,,,
folks, people in general,,,,,,,,,,,
fonts, a receptacle in a church for the water used in baptism, typically a freestanding stone structure,,,,,,,,,,
foods, any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth,,,,,,,,,,,
force, strength or energy as an attribute of physical action or movement,,,,,,,,,,,
forms, the visible shape or configuration of something,,,,,,,,,,,
forth, out from a starting point and forward or into view,,,,,,,,,,,
forty, the number equivalent to the product of four and ten; ten less than fifty; 40,,,,,,,,,,,
forum, a place, meeting, or medium where ideas and views on a particular issue can be exchanged,,,,,,,,,
found, establish or originate (an institution or organization),,,,,,,,,,,
frame, a rigid structure that surrounds something such as a picture, door, or windowpane,,,,,,,,,
fraud, wrongful or criminal deception intended to result in financial or personal gain,,,,,,,,,,,
fresh, not previously known or used; new or different,,,,,,,,,,,
fried, (of food) cooked in hot fat or oil,,,,,,,,,,,
fries, (of food) cook in hot fat or oil, typically in a shallow pan,,,,,,,,,,
front, the side or part of an object that presents itself to view or that is normally seen or used first; the most forward part of something,,,,,,,,,,,
frost, a deposit of small white ice crystals formed on the ground or other surfaces when the temperature falls below freezing,,,,,,,,,,,
fruit, the sweet and fleshy product of a tree or other plant that contains seed and can be eaten as food,,,,,,,,,,,
fuels, material such as coal, gas, or oil that is burned to produce heat or power,,,,,,,,,
fully, completely or entirely; to the fullest extent,,,,,,,,,,,
funds, a sum of money saved or made available for a particular purpose,,,,,,,,,,,
funny, causing laughter or amusement; humorous,,,,,,,,,,,
gains, obtain or secure (something desired, favorable, or profitable),,,,,,,,,
games, a form of play or sport, especially a competitive one played according to rules and decided by skill, strength, or luck,,,,,,,,
gamma, the third letter of the Greek alphabet (Γ, γ), transliterated as ‘g.’,,,,,,,,,
gases, a substance possessing perfect molecular mobility and the property of indefinite expansion, as opposed to a solid or liquid,,,,,,,,,,
gates, a hinged barrier used to close an opening in a wall, fence, or hedge,,,,,,,,,
gauge, estimate or determine the magnitude, amount, or volume of,,,,,,,,,
gears, a toothed wheel that engages with another toothed mechanism in order to change the speed or direction of transmitted motion,,,,,,,,,,,
genes, a unit of heredity that is transferred from a parent to offspring and is held to determine some characteristic of the offspring,,,,,,,,,,,
genre, a category of artistic composition, as in music or literature, characterized by similarities in form, style, or subject matter,,,,,,,
ghost, an apparition of a dead person that is believed to appear or become manifest to the living, typically as a nebulous image,,,,,,,,,,
giant, of very great size or force; gigantic,,,,,,,,,,,
gifts, a thing given willingly to someone without payment; a present,,,,,,,,,,,
girls, a female child,,,,,,,,,,,
given, past participle of give,,,,,,,,,,,
gives, freely transfer the possession of (something) to (someone),,,,,,,,,,,
gland, an organ in the human or animal body that secretes particular chemical substances for use in the body or for discharge into the surroundings,,,,,,,,,,,
glass, a hard, brittle substance, typically transparent or translucent, made by fusing sand with soda, lime, and sometimes other ingredients and cooling rapidly,,,,,,
globe, the earth,,,,,,,,,,,
glory, high renown or honor won by notable achievements,,,,,,,,,,,
gloss, shine or luster on a smooth surface,,,,,,,,,,,
glove, a covering for the hand worn for protection against cold or dirt and typically having separate parts for each finger and the thumb,,,,,,,,,,,
glued, stick or fix together and to (a surface or object) with glue,,,,,,,,,,,
goals, the object of a person's ambition or effort; an aim or desired result,,,,,,,,,,,
goats, a hardy domesticated ruminant animal that has backward-curving horns and (in the male) a beard. It is kept for its milk and meat and is noted for its lively and frisky behavior,,,,,,,,,,,
going, the condition of the ground for walking, running, or driving on,,,,,,,,,
goods, items for sale or use,,,,,,,,,,,
grace, smoothness and elegance of movement,,,,,,,,,,,
grade, a particular level of rank, quality, proficiency, intensity, or value,,,,,,,
grain, wheat or any other cultivated cereal crop used as food,,,,,,,,,,,
grams, a metric unit of mass equal to one thousandth of a kilogram,,,,,,,,,,,
grand, magnificent and imposing in appearance, size, or style,,,,,,,,,
grant, agree to give or allow (something requested) to,,,,,,,,,,,
grape, a berry, typically green (classified as white), purple, red, or black, growing in clusters on a grapevine, eaten as fruit, and used in making wine,,,,
graph, a diagram showing the relation between variable quantities, typically of two variables, each measured along one of a pair of axes at right angles,,,,,,,,,
grasp, seize and hold firmly,,,,,,,,,,,
grass, vegetation consisting of typically short plants with long, narrow leaves, growing wild or cultivated on lawns and pasture, and as a fodder crop,,,,,,,,
grave, a place of burial for a dead body, typically a hole dug in the ground and marked by a stone or mound,,,,,,,,,,
great, of an extent, amount, or intensity considerably above the normal or average,,,,,,,,,
greek, relating to Greece, its people, or their language,,,,,,,,,
green, of the color between blue and yellow in the spectrum; colored like grass or emeralds,,,,,,,,,,,
greet, give a polite word or sign of welcome or recognition to (someone) on meeting,,,,,,,,,,,
grief, intense sorrow, especially caused by someone's death,,,,,,,,,,
grill, a portable device for cooking outdoors, consisting of such a framework placed over charcoal or gas fuel,,,,,,,,,,
grind, reduce (something) to small particles or powder by crushing it,,,,,,,,,,,
grips, take and keep a firm hold of; grasp tightly,,,,,,,,,,,
gross, (of income, profit, or interest) without deduction of tax or other contributions; total,,,,,,,,,
group, a number of people or things that are located, gathered, or classed together,,,,,,,,,
grove, a small wood or forested area, especially one containing trees grown for timber or fruit,,,,,,,,,,
grown, past participle of grow,,,,,,,,,,,
grows, (of a living thing) undergo natural development by increasing in size and changing physically; progress to maturity,,,,,,,,,,,
guard, watch over in order to protect or control,,,,,,,,,,,
guess, estimate or suppose (something) without sufficient information to be sure of being correct,,,,,,,,,,,
guest, a person who is invited to visit the home of or take part in a function organized by another,,,,,,,,,,,
guide, a person who advises or shows the way to others,,,,,,,,,,,
guild, a medieval association of craftsmen or merchants, often having considerable power,,,,,,,,,,
guilt, the fact of having committed a specified or implied offense or crime,,,,,,,,,,,
habit, a settled or regular tendency or practice, especially one that is hard to give up,,,,,,,,,,
hairs, any of the fine threadlike strands growing from the skin of humans, mammals, and some other animals,,,,,,,,,
halls, a large room for meetings, concerts, or other events,,,,,,,,,
hands, the end part of a person's arm beyond the wrist, including the palm, fingers, and thumb,,,,,,,,
handy, convenient to handle or use; useful,,,,,,,,,,,
hangs, suspend or be suspended from above with the lower part dangling free,,,,,,,,,,,
happy, feeling or showing pleasure or contentment,,,,,,,,,,,
harsh, unpleasantly rough or jarring to the senses,,,,,,,,,,,
hated, feel intense or passionate dislike for (someone),,,,,,,,,,,
hates, feel intense or passionate dislike for (someone),,,,,,,,,,,
haven, a place of safety or refuge,,,,,,,,,,,
hawks, a bird of prey with broad rounded wings and a long tail, typically taking prey by surprise with a short chase,,,,,,,,,,
heads, the upper part of the human body, or the front or upper part of the body of an animal, typically separated from the rest of the body by a neck, and containing the brain, mouth, and sense organs,,,,,,
heard, perceive with the ear the sound made by (someone or something),,,,,,,,,,,
heart, a hollow muscular organ that pumps the blood through the circulatory system by rhythmic contraction and dilation,,,,,,,,,,,
heavy, of great weight; difficult to lift or move,,,,,,,,,,,
hedge, a fence or boundary formed by closely growing bushes or shrubs,,,,,,,,,,,
heels, the back part of the foot below the ankle,,,,,,,,,,,
hello, used as a greeting or to begin a conversation,,,,,,,,,,,
helps, make it easier or possible for (someone) to do something by offering them one's services or resources,,,,,,,,,,,
hence, as a consequence; for this reason,,,,,,,,,,,
herbs, any plant with leaves, seeds, or flowers used for flavoring, food, medicine, or perfume,,,,,,
highs, great excitement or happiness,,,,,,,,,,,
hills, a naturally raised area of land, not as high or craggy as a mountain,,,,,,,,,,
hints, a slight or indirect indication or suggestion,,,,,,,,,,,
hired, (of a person) obtain the temporary use of (something) in return for payment,,,,,,,,,,,
hobby, an activity done regularly in one's leisure time for pleasure,,,,,,,,,,,
holds, grasp, carry, or support with one's arms or hands,,,,,,,,,
holes, a hollow place in a solid body or surface,,,,,,,,,,,
holly, a widely distributed shrub, typically having prickly dark green leaves, small white flowers, and red berries,,,,,,,,
homes, the place where one lives permanently, especially as a member of a family or household,,,,,,,,,,
honey, a sweet, sticky yellowish-brown fluid made by bees and other insects from nectar collected from flowers,,,,,,,,,,
honor, high respect; esteem,,,,,,,,,,,
hooks, a piece of metal or other hard material curved or bent back at an angle, for catching hold of or hanging things on,,,,,,,,,,
hoped, want something to happen or be the case,,,,,,,,,,,
hopes, a feeling of expectation and desire for a certain thing to happen,,,,,,,,,,,
horns, a hard permanent outgrowth, often curved and pointed, found in pairs on the heads of cattle, sheep, goats, giraffes, etc., and consisting of a core of bone encased in keratinized skin,,,,
horse, a large solid-hoofed herbivorous mammal domesticated since prehistoric times, used as a beast of burden, a draft animal, or for riding,,,,,,,,
hosts, a person who receives or entertains other people as guests,,,,,,,,,,,
hotel, an establishment providing accommodations, meals, and other services for travelers and tourists,,,,,,,,,
hours, a period of time equal to a twenty-fourth part of a day and night and divided into 60 minutes,,,,,,,,,,,
house, a building for human habitation, especially one that consists of a ground floor and one or more upper stories,,,,,,,,,,
hover, remain in one place in the air,,,,,,,,,,,
human, of, relating to, or characteristic of people or human beings,,,,,,,,,
humor,a mood or state of mind,,,,,,,,,,,
hurts,cause physical pain or injury to,,,,,,,,,,,
icons,a person or thing regarded as a representative symbol of something,,,,,,,,,,,
ideal,satisfying one's conception of what is perfect; most suitable,,,,,,,,,,,
ideas,a thought or suggestion as to a possible course of action,,,,,,,,,,,
idiot,a stupid person,,,,,,,,,,,
image,a representation of the external form of a person or thing in art,,,,,,,,,,,
imply,strongly suggest the truth or existence of something not expressly stated,,,,,,,,,,,
inbox,a folder in an email system used for receiving incoming messages,,,,,,,,,,,
incur,become subject to (something unwelcome or unpleasant) as a result of one's own behavior or actions,,,,,,,,,,,
