caddy,a small storage container, typically one with divisions.,,,,,,,No,"a small storage container, typically one with divisions.",,,,,,"a small storage container, typically one with divisions."
cadet,a young trainee in the armed services or police force.,,,,,,,,No,a young trainee in the armed services or police force.,,,,,,a young trainee in the armed services or police force.
cadre,a small group of people specially trained for a particular purpose or profession.,,,,,,,,No,a small group of people specially trained for a particular purpose or profession.,,,,,,a small group of people specially trained for a particular purpose or profession.
cafes,a small restaurant selling light meals and drinks.,,,,,,,,No,a small restaurant selling light meals and drinks.,,,,,,a small restaurant selling light meals and drinks.
caged,enclose (a bird or small animal) in a cage.,,,,,,,,No,enclose (a bird or small animal) in a cage.,,,,,,enclose (a bird or small animal) in a cage.
cages,enclose (a bird or small animal) in a cage.,,,,,,,,No,enclose (a bird or small animal) in a cage.,,,,,,enclose (a bird or small animal) in a cage.
cagey,reluctant to give information owing to caution or suspicion.,,,,,,,,No,reluctant to give information owing to caution or suspicion.,,,,,,reluctant to give information owing to caution or suspicion.
cairn,a mound of rough stones built as a memorial or landmark, typically on a hilltop or skyline.,,,,,,,No,"a mound of rough stones built as a memorial or landmark, typically on a hilltop or skyline.",,,,,,"a mound of rough stones built as a memorial or landmark, typically on a hilltop or skyline."
caked,cover and become encrusted with a solid layer.,,,,,,,,No,cover and become encrusted with a solid layer.,,,,,,cover and become encrusted with a solid layer.
cakes,a sweet baked food made from a mixture of flour, sugar, and other ingredients, baked and often decorated.,,,,,No,"a sweet baked food made from a mixture of flour, sugar, and other ingredients, baked and often decorated.",,,,,,"a sweet baked food made from a mixture of flour, sugar, and other ingredients, baked and often decorated."
cakey,resembling or characteristic of cake.,,,,,,,,No,resembling or characteristic of cake.,,,,,,resembling or characteristic of cake.
calfs,the young of a cow, bull, or other domestic bovine animal.,,,,,,No,"the young of a cow, bull, or other domestic bovine animal.",,,,,,"the young of a cow, bull, or other domestic bovine animal."
calif,a spiritual leader of Islam, claiming succession from Muhammad.,,,,,,,No,"a spiritual leader of Islam, claiming succession from Muhammad.",,,,,,"a spiritual leader of Islam, claiming succession from Muhammad."
calla,a tropical American plant that is widely grown for its brightly colored funnel-shaped flowers.,,,,,,,,No,a tropical American plant that is widely grown for its brightly colored funnel-shaped flowers.,,,,,,a tropical American plant that is widely grown for its brightly colored funnel-shaped flowers.
calls,make a phone call.,,,,,,,,No,make a phone call.,,,,,,make a phone call.
calms,(of a person, action, or manner) not showing or feeling nervousness, anger, or other strong emotions.,,,,No,"(of a person, action, or manner) not showing or feeling nervousness, anger, or other strong emotions.",,,,,,"(of a person, action, or manner) not showing or feeling nervousness, anger, or other strong emotions."
calve,(of a glacier or iceberg) release or produce (smaller pieces of ice).,,,,,,,,No,(of a glacier or iceberg) release or produce (smaller pieces of ice).,,,,,,(of a glacier or iceberg) release or produce (smaller pieces of ice).
calyx,the sepals of a flower, typically forming a whorl that encloses the petals and forms a protective layer around a flower in bud.,,,,,,,No,"the sepals of a flower, typically forming a whorl that encloses the petals and forms a protective layer around a flower in bud.",,,,,,"the sepals of a flower, typically forming a whorl that encloses the petals and forms a protective layer around a flower in bud."
camel,a large, long-necked ungulate mammal of arid country, with long slender legs, broad cushioned feet, and either one or two humps on the back. Camels can survive for long periods without food or drink, chiefly by using up the fat reserves in their humps.,,,No,"a large, long-necked ungulate mammal of arid country, with long slender legs, broad cushioned feet, and either one or two humps on the back. Camels can survive for long periods without food or drink, chiefly by using up the fat reserves in their humps.",,,,,,"a large, long-necked ungulate mammal of arid country, with long slender legs, broad cushioned feet, and either one or two humps on the back. Camels can survive for long periods without food or drink, chiefly by using up the fat reserves in their humps."
cameo,a piece of jewelry, typically oval in shape, consisting of a portrait in profile carved in relief on a background of a different color.,,,,,,No,"a piece of jewelry, typically oval in shape, consisting of a portrait in profile carved in relief on a background of a different color.",,,,,,"a piece of jewelry, typically oval in shape, consisting of a portrait in profile carved in relief on a background of a different color."
campo,a field.,,,,,,,,No,a field.,,,,,,a field.
camps,a place with temporary accommodations of huts, tents, or other structures, typically used by soldiers, refugees, or travelers.,,,No,"a place with temporary accommodations of huts, tents, or other structures, typically used by soldiers, refugees, or travelers.",,,,,,"a place with temporary accommodations of huts, tents, or other structures, typically used by soldiers, refugees, or travelers."
campy,(of a movie, song, etc.) deliberately exaggerated and theatrical in style, typically to humorous effect.,,,,,No,"(of a movie, song, etc.) deliberately exaggerated and theatrical in style, typically to humorous effect.",,,,,,"(of a movie, song, etc.) deliberately exaggerated and theatrical in style, typically to humorous effect."
canal,an artificial waterway constructed to allow the passage of boats or ships inland or to convey water for irrigation.,,,,,,,,No,an artificial waterway constructed to allow the passage of boats or ships inland or to convey water for irrigation.,,,,,,an artificial waterway constructed to allow the passage of boats or ships inland or to convey water for irrigation.
candy,a sweet food made with sugar or syrup combined with fruit, chocolate, or nuts.,,,,,,No,"a sweet food made with sugar or syrup combined with fruit, chocolate, or nuts.",,,,,,"a sweet food made with sugar or syrup combined with fruit, chocolate, or nuts."
caned,beat (someone) with a cane as a punishment.,,,,,,,,No,beat (someone) with a cane as a punishment.,,,,,,beat (someone) with a cane as a punishment.
caner,a person who uses a cane.,,,,,,,,No,a person who uses a cane.,,,,,,a person who uses a cane.
canes,the hollow stem of a plant, especially the bamboo stem of a reed.,,,,,,,No,"the hollow stem of a plant, especially the bamboo stem of a reed.",,,,,,"the hollow stem of a plant, especially the bamboo stem of a reed."
canid,a mammal of the dog family (Canidae), which includes the wolves, foxes, jackals, and domestic dogs.,,,,No,"a mammal of the dog family (Canidae), which includes the wolves, foxes, jackals, and domestic dogs.",,,,,,"a mammal of the dog family (Canidae), which includes the wolves, foxes, jackals, and domestic dogs."
canna,a tropical American plant with bright flowers and ornamental foliage, widely cultivated as a greenhouse or bedding plant.,,,,,,,No,"a tropical American plant with bright flowers and ornamental foliage, widely cultivated as a greenhouse or bedding plant.",,,,,,"a tropical American plant with bright flowers and ornamental foliage, widely cultivated as a greenhouse or bedding plant."
canny,having or showing shrewdness and good judgment, especially in money or business matters.,,,,,,,No,"having or showing shrewdness and good judgment, especially in money or business matters.",,,,,,"having or showing shrewdness and good judgment, especially in money or business matters."
canoe,a narrow, keelless boat with pointed ends, propelled by a paddle or paddles.,,,,,,No,"a narrow, keelless boat with pointed ends, propelled by a paddle or paddles.",,,,,,"a narrow, keelless boat with pointed ends, propelled by a paddle or paddles."
canon,a general law, rule, principle, or criterion by which something is judged.,,,,,No,"a general law, rule, principle, or criterion by which something is judged.",,,,,,"a general law, rule, principle, or criterion by which something is judged."
canto,one of the sections into which certain long poems are divided.,,,,,,,,No,one of the sections into which certain long poems are divided.,,,,,,one of the sections into which certain long poems are divided.
caped,(of a garment) having a cape.,,,,,,,,No,(of a garment) having a cape.,,,,,,(of a garment) having a cape.
caper,a playful skipping movement.,,,,,,,,No,a playful skipping movement.,,,,,,a playful skipping movement.
capes,a sleeveless cloak or shawl, hanging over the back and fastened at the neck.,,,,,,,No,"a sleeveless cloak or shawl, hanging over the back and fastened at the neck.",,,,,,"a sleeveless cloak or shawl, hanging over the back and fastened at the neck."
capon,a cockerel that has been castrated to improve the quality of its flesh for food.,,,,,,,,No,a cockerel that has been castrated to improve the quality of its flesh for food.,,,,,,a cockerel that has been castrated to improve the quality of its flesh for food.
capos,a clamp fastened across the fingerboard of a guitar or other fretted stringed instrument to raise the pitch of all the strings uniformly, thereby shortening the playable length and allowing the player to transpose.,,,,,,,No,"a clamp fastened across the fingerboard of a guitar or other fretted stringed instrument to raise the pitch of all the strings uniformly, thereby shortening the playable length and allowing the player to transpose.",,,,,,"a clamp fastened across the fingerboard of a guitar or other fretted stringed instrument to raise the pitch of all the strings uniformly, thereby shortening the playable length and allowing the player to transpose."
caput,the head, or upper part of a structure or organism.,,,,,,,No,"the head, or upper part of a structure or organism.",,,,,,"the head, or upper part of a structure or organism."
carat,a unit of weight for precious stones and pearls, equivalent to 200 milligrams.,,,,,,,No,"a unit of weight for precious stones and pearls, equivalent to 200 milligrams.",,,,,,"a unit of weight for precious stones and pearls, equivalent to 200 milligrams."
carbo,a unit of carbohydrate equivalent to 1 gram of glucose.,,,,,,,,No,a unit of carbohydrate equivalent to 1 gram of glucose.,,,,,,a unit of carbohydrate equivalent to 1 gram of glucose.
carbs,short for carbohydrates.,,,,,,,,No,short for carbohydrates.,,,,,,short for carbohydrates.
cards,a piece of thick, stiff paper or thin pasteboard, especially one used for writing or printing on.,,,,,,No,"a piece of thick, stiff paper or thin pasteboard, especially one used for writing or printing on.",,,,,,"a piece of thick, stiff paper or thin pasteboard, especially one used for writing or printing on."
cared,feel concern or interest; attach importance to something.,,,,,,,,No,feel concern or interest; attach importance to something.,,,,,,feel concern or interest; attach importance to something.
carer,a family member or paid helper who regularly looks after a child or a sick, elderly, or disabled person.,,,,,,No,"a family member or paid helper who regularly looks after a child or a sick, elderly, or disabled person.",,,,,,"a family member or paid helper who regularly looks after a child or a sick, elderly, or disabled person."
cares,feel concern or interest; attach importance to something.,,,,,,,,No,feel concern or interest; attach importance to something.,,,,,,feel concern or interest; attach importance to something.
cargo,goods carried on a ship, aircraft, or motor vehicle.,,,,,,No,"goods carried on a ship, aircraft, or motor vehicle.",,,,,,"goods carried on a ship, aircraft, or motor vehicle."
carob,a tropical tree of the pea family, cultivated for its edible pods, which are used chiefly as animal fodder or ground into a flour that is sweet and thickening.,,,,,,No,"a tropical tree of the pea family, cultivated for its edible pods, which are used chiefly as animal fodder or ground into a flour that is sweet and thickening.",,,,,,"a tropical tree of the pea family, cultivated for its edible pods, which are used chiefly as animal fodder or ground into a flour that is sweet and thickening."
carol,a religious folk song or popular hymn, particularly one associated with Christmas.,,,,,,,No,"a religious folk song or popular hymn, particularly one associated with Christmas.",,,,,,"a religious folk song or popular hymn, particularly one associated with Christmas."
carom,a collision, especially one involving billiard balls.,,,,,,,No,"a collision, especially one involving billiard balls.",,,,,,"a collision, especially one involving billiard balls."
caros,An automobile.,,,,,,,,No,An automobile.,,,,,,An automobile.
carps,complain or find fault continually, typically about trivial matters.,,,,,,,No,"complain or find fault continually, typically about trivial matters.",,,,,,"complain or find fault continually, typically about trivial matters."
carry,support and move (someone or something) from one place to another.,,,,,,,,No,support and move (someone or something) from one place to another.,,,,,,support and move (someone or something) from one place to another.
carte,a restaurant's list of dishes.,,,,,,,,No,a restaurant's list of dishes.,,,,,,a restaurant's list of dishes.
carts,a strong open vehicle with two or four wheels, typically used for carrying loads and pulled by a horse.,,,,,,,No,"a strong open vehicle with two or four wheels, typically used for carrying loads and pulled by a horse.",,,,,,"a strong open vehicle with two or four wheels, typically used for carrying loads and pulled by a horse."
carve,cut (a hard material) in order to produce an object, design, or inscription.,,,,,,No,"cut (a hard material) in order to produce an object, design, or inscription.",,,,,,"cut (a hard material) in order to produce an object, design, or inscription."
cased,inspect or examine something.,,,,,,,,No,inspect or examine something.,,,,,,inspect or examine something.
cases,an instance of a particular situation; a situation typical of a group of people or things.,,,,,,,,No,an instance of a particular situation; a situation typical of a group of people or things.,,,,,,an instance of a particular situation; a situation typical of a group of people or things.
casks,a large container like a barrel, made of wood, metal, or plastic and used for storing liquids, typically alcoholic drinks.,,,,No,"a large container like a barrel, made of wood, metal, or plastic and used for storing liquids, typically alcoholic drinks.",,,,,,"a large container like a barrel, made of wood, metal, or plastic and used for storing liquids, typically alcoholic drinks."
caste,the system of dividing society into hereditary classes.,,,,,,,,No,the system of dividing society into hereditary classes.,,,,,,the system of dividing society into hereditary classes.
casts,throw (something) forcefully in a specified direction.,,,,,,,,No,throw (something) forcefully in a specified direction.,,,,,,throw (something) forcefully in a specified direction.
catch,intercept and hold (something that has been thrown, propelled, or dropped).,,,,,,No,"intercept and hold (something that has been thrown, propelled, or dropped).",,,,,,"intercept and hold (something that has been thrown, propelled, or dropped)."
cater,provide food and drink, typically at social events and in a professional capacity.,,,,,,,No,"provide food and drink, typically at social events and in a professional capacity.",,,,,,"provide food and drink, typically at social events and in a professional capacity."
catty,devious and spiteful; typically used to describe female behavior.,,,,,,,,No,devious and spiteful; typically used to describe female behavior.,,,,,,devious and spiteful; typically used to describe female behavior.
caulk,seal (a gap or seam) with a waterproof filler or sealant.,,,,,,,,No,seal (a gap or seam) with a waterproof filler or sealant.,,,,,,seal (a gap or seam) with a waterproof filler or sealant.
cause,a person or thing that gives rise to an action, phenomenon, or condition.,,,,,,No,"a person or thing that gives rise to an action, phenomenon, or condition.",,,,,,"a person or thing that gives rise to an action, phenomenon, or condition."
caved,collapse or cause to collapse.,,,,,,,,No,collapse or cause to collapse.,,,,,,collapse or cause to collapse.
caver,a person who explores caves.,,,,,,,,No,a person who explores caves.,,,,,,a person who explores caves.
caves,a large underground chamber, typically of natural origin, in a hillside or cliff.,,,,,,No,"a large underground chamber, typically of natural origin, in a hillside or cliff.",,,,,,"a large underground chamber, typically of natural origin, in a hillside or cliff."
cavil,make petty or unnecessary objections.,,,,,,,,No,make petty or unnecessary objections.,,,,,,make petty or unnecessary objections.
cease,bring or come to an end.,,,,,,,,No,bring or come to an end.,,,,,,bring or come to an end.
cecal,relating to the cecum, the pouch connected to the junction of the small and large intestines.,,,,,,,No,"relating to the cecum, the pouch connected to the junction of the small and large intestines.",,,,,,"relating to the cecum, the pouch connected to the junction of the small and large intestines."
cecum,the part of the large intestine that is below the junction of the small intestine and that is blind-ended and larger in the horse and other herbivores than in humans or the carnivorous animals and has a large pouch at its base in humans.,,,,,,,,No,the part of the large intestine that is below the junction of the small intestine and that is blind-ended and larger in the horse and other herbivores than in humans or the carnivorous animals and has a large pouch at its base in humans.,,,,,,the part of the large intestine that is below the junction of the small intestine and that is blind-ended and larger in the horse and other herbivores than in humans or the carnivorous animals and has a large pouch at its base in humans.
cedar,a large coniferous tree with aromatic wood, native to the mountainous regions of the western US and Canada. ,,,,,,,No,"a large coniferous tree with aromatic wood, native to the mountainous regions of the western US and Canada. ",,,,,,"a large coniferous tree with aromatic wood, native to the mountainous regions of the western US and Canada. "
ceded,give up (power or territory).,,,,,,,,No,give up (power or territory).,,,,,,give up (power or territory).
cedes,formally surrender possession of.,,,,,,,,No,formally surrender possession of.,,,,,,formally surrender possession of.
ceili,a social event at which there is Scottish or Irish folk music and singing, traditional dancing, and storytelling.,,,,,,No,"a social event at which there is Scottish or Irish folk music and singing, traditional dancing, and storytelling.",,,,,,"a social event at which there is Scottish or Irish folk music and singing, traditional dancing, and storytelling."
celeb,a famous person.,,,,,,,,No,a famous person.,,,,,,a famous person.
cello,a bass instrument of the violin family, held upright on the floor between the legs of the seated player.,,,,,,,No,"a bass instrument of the violin family, held upright on the floor between the legs of the seated player.",,,,,,"a bass instrument of the violin family, held upright on the floor between the legs of the seated player."
cells,the smallest structural and functional unit of an organism, typically microscopic and consisting of cytoplasm and a nucleus enclosed in a membrane. ,,,,,,,No,"the smallest structural and functional unit of an organism, typically microscopic and consisting of cytoplasm and a nucleus enclosed in a membrane. ",,,,,,"the smallest structural and functional unit of an organism, typically microscopic and consisting of cytoplasm and a nucleus enclosed in a membrane. "
celts,a member of a group of peoples inhabiting much of Europe and Asia Minor in pre-Roman times, including the Gauls and the Irish.,,,,,,,No,"a member of a group of peoples inhabiting much of Europe and Asia Minor in pre-Roman times, including the Gauls and the Irish.",,,,,,"a member of a group of peoples inhabiting much of Europe and Asia Minor in pre-Roman times, including the Gauls and the Irish."
cents,a monetary unit of the United States, equal to one hundredth of a dollar.,,,,,,,No,"a monetary unit of the United States, equal to one hundredth of a dollar.",,,,,,"a monetary unit of the United States, equal to one hundredth of a dollar."
chads,a piece of waste paper produced by punching a hole.,,,,,,,,No,a piece of waste paper produced by punching a hole.,,,,,,a piece of waste paper produced by punching a hole.
chafe,(of something restrictive or too tight) make (a part of the body) sore by rubbing against it.,,,,,,,,No,(of something restrictive or too tight) make (a part of the body) sore by rubbing against it.,,,,,,(of something restrictive or too tight) make (a part of the body) sore by rubbing against it.
chaff,finely cut straw or hay used as fodder.,,,,,,,,No,finely cut straw or hay used as fodder.,,,,,,finely cut straw or hay used as fodder.
chain,a connected flexible series of metal links used for fastening or securing objects and pulling or supporting loads.,,,,,,,,No,a connected flexible series of metal links used for fastening or securing objects and pulling or supporting loads.,,,,,,a connected flexible series of metal links used for fastening or securing objects and pulling or supporting loads.
chair,a separate seat for one person, typically with a back and four legs.,,,,,,,No,"a separate seat for one person, typically with a back and four legs.",,,,,,"a separate seat for one person, typically with a back and four legs."
chalk,a white soft earthy limestone (calcium carbonate) formed from the skeletal remains of sea creatures.,,,,,,,,No,a white soft earthy limestone (calcium carbonate) formed from the skeletal remains of sea creatures.,,,,,,a white soft earthy limestone (calcium carbonate) formed from the skeletal remains of sea creatures.
champ,(of a horse) bite and paw the ground impatiently.,,,,,,,,No,(of a horse) bite and paw the ground impatiently.,,,,,,(of a horse) bite and paw the ground impatiently.
chana,an Indian dish of vegetables, fruit, or nuts cooked in spices and typically served with rice.,,,,,,No,"an Indian dish of vegetables, fruit, or nuts cooked in spices and typically served with rice.",,,,,,"an Indian dish of vegetables, fruit, or nuts cooked in spices and typically served with rice."
chant,say or shout repeatedly in a singsong tone.,,,,,,,,No,say or shout repeatedly in a singsong tone.,,,,,,say or shout repeatedly in a singsong tone.
chaos,complete disorder and confusion.,,,,,,,,No,complete disorder and confusion.,,,,,,complete disorder and confusion.
chaps,a man's leather leggings, now used especially by cowboys.,,,,,,,No,"a man's leather leggings, now used especially by cowboys.",,,,,,"a man's leather leggings, now used especially by cowboys."
chard,a beet of a variety with broad white leaf stalks that may be eaten as a vegetable.,,,,,,,,No,a beet of a variety with broad white leaf stalks that may be eaten as a vegetable.,,,,,,a beet of a variety with broad white leaf stalks that may be eaten as a vegetable.
charm,a small ornament worn on a necklace or bracelet.,,,,,,,,No,a small ornament worn on a necklace or bracelet.,,,,,,a small ornament worn on a necklace or bracelet.
chars,burn slightly and superficially so as to affect color.,,,,,,,,No,burn slightly and superficially so as to affect color.,,,,,,burn slightly and superficially so as to affect color.
chart,a sheet of information in the form of a table, graph, or diagram.,,,,,,No,"a sheet of information in the form of a table, graph, or diagram.",,,,,,"a sheet of information in the form of a table, graph, or diagram."
chase,pursue in order to catch or catch up with.,,,,,,,,No,pursue in order to catch or catch up with.,,,,,,pursue in order to catch or catch up with.
chasm,a deep fissure in the earth, rock, or another surface.,,,,,,No,"a deep fissure in the earth, rock, or another surface.",,,,,,"a deep fissure in the earth, rock, or another surface."
chats,talk in a friendly and informal way.,,,,,,,,No,talk in a friendly and informal way.,,,,,,talk in a friendly and informal way.
cheap,(of an item for sale) low in price; worth more than its cost.,,,,,,,,No,(of an item for sale) low in price; worth more than its cost.,,,,,,(of an item for sale) low in price; worth more than its cost.
cheat,act dishonestly or unfairly in order to gain an advantage.,,,,,,,,No,act dishonestly or unfairly in order to gain an advantage.,,,,,,act dishonestly or unfairly in order to gain an advantage.
check,examine (something) in order to determine its accuracy, quality, or condition, or to detect the presence of something.,,,,,No,"examine (something) in order to determine its accuracy, quality, or condition, or to detect the presence of something.",,,,,,"examine (something) in order to determine its accuracy, quality, or condition, or to detect the presence of something."
cheek,either side of the face below the eye.,,,,,,,,No,either side of the face below the eye.,,,,,,either side of the face below the eye.
cheep,(of a young bird) make a characteristic high-pitched sound.,,,,,,,,No,(of a young bird) make a characteristic high-pitched sound.,,,,,,(of a young bird) make a characteristic high-pitched sound.
cheer,shout for joy or in praise or encouragement.,,,,,,,,No,shout for joy or in praise or encouragement.,,,,,,shout for joy or in praise or encouragement.
chef,a professional cook, typically the chief cook in a restaurant or hotel.,,,,,,,No,"a professional cook, typically the chief cook in a restaurant or hotel.",,,,,,"a professional cook, typically the chief cook in a restaurant or hotel."
chemo,short for chemotherapy.,,,,,,,,No,short for chemotherapy.,,,,,,short for chemotherapy.
chert,a hard, dark, opaque rock composed of silica, found in limestone.,,,,,No,"a hard, dark, opaque rock composed of silica, found in limestone.",,,,,,"a hard, dark, opaque rock composed of silica, found in limestone."
chess,a board game of strategic skill for two players, played on a checkered board. Each player begins with sixteen pieces that are moved and used to capture opposing pieces according to precise rules. The object is to put the opponent's king under a direct attack from which escape is impossible.,,,,,,,No,"a board game of strategic skill for two players, played on a checkered board. Each player begins with sixteen pieces that are moved and used to capture opposing pieces according to precise rules. The object is to put the opponent's king under a direct attack from which escape is impossible.",,,,,,"a board game of strategic skill for two players, played on a checkered board. Each player begins with sixteen pieces that are moved and used to capture opposing pieces according to precise rules. The object is to put the opponent's king under a direct attack from which escape is impossible."
chest,the front surface of a person's or animal's body between the neck and the abdomen.,,,,,,,,No,the front surface of a person's or animal's body between the neck and the abdomen.,,,,,,the front surface of a person's or animal's body between the neck and the abdomen.
chews,bite and work (food) in the mouth with the teeth, especially to make it easier to swallow.,,,,,,,No,"bite and work (food) in the mouth with the teeth, especially to make it easier to swallow.",,,,,,"bite and work (food) in the mouth with the teeth, especially to make it easier to swallow."
chewy,(of food) needing to be chewed hard or for some time before being swallowed.,,,,,,,,No,(of food) needing to be chewed hard or for some time before being swallowed.,,,,,,(of food) needing to be chewed hard or for some time before being swallowed.
chica,a girl or young woman.,,,,,,,,No,a girl or young woman.,,,,,,a girl or young woman.
chick,a young bird, especially one newly hatched.,,,,,,,No,"a young bird, especially one newly hatched.",,,,,,"a young bird, especially one newly hatched."
chico,a boy or young man.,,,,,,,,No,a boy or young man.,,,,,,a boy or young man.
chide,scold or rebuke.,,,,,,,,No,scold or rebuke.,,,,,,scold or rebuke.
chief,(in the Middle Ages) a head man or leader, especially of a village or a clan.,,,,,,,No,"(in the Middle Ages) a head man or leader, especially of a village or a clan.",,,,,,"(in the Middle Ages) a head man or leader, especially of a village or a clan."
child,a young human being below the age of puberty or below the legal age of majority.,,,,,,,,No,a young human being below the age of puberty or below the legal age of majority.,,,,,,a young human being below the age of puberty or below the legal age of majority.
chile,a hot-tasting pod of any of a number of cultivated varieties of capsicum, used in cooking.,,,,,,,No,"a hot-tasting pod of any of a number of cultivated varieties of capsicum, used in cooking.",,,,,,"a hot-tasting pod of any of a number of cultivated varieties of capsicum, used in cooking."
chili,a small hot-tasting pod of a variety of capsicum, used chopped (and often dried) in sauces, relishes, and spice powders. There are various forms with pods of differing size, color, and strength of flavor, such as the relatively mild Anaheim and the extremely hot habanero.,,No,"a small hot-tasting pod of a variety of capsicum, used chopped (and often dried) in sauces, relishes, and spice powders. There are various forms with pods of differing size, color, and strength of flavor, such as the relatively mild Anaheim and the extremely hot habanero.",,,,,,"a small hot-tasting pod of a variety of capsicum, used chopped (and often dried) in sauces, relishes, and spice powders. There are various forms with pods of differing size, color, and strength of flavor, such as the relatively mild Anaheim and the extremely hot habanero."
chill,make (someone) cold.,,,,,,,,No,make (someone) cold.,,,,,,make (someone) cold.
chime,(of a bell or clock) make a melodious ringing sound.,,,,,,,,No,(of a bell or clock) make a melodious ringing sound.,,,,,,(of a bell or clock) make a melodious ringing sound.
chimp,(in general use) a monkey.,,,,,,,,No,(in general use) a monkey.,,,,,,(in general use) a monkey.
china,plates, dishes, cups, and other similar items, especially ones made of china.,,,,No,"plates, dishes, cups, and other similar items, especially ones made of china.",,,,,,"plates, dishes, cups, and other similar items, especially ones made of china."
chine,a spinal column, especially of an animal, or a ridge in a landscape.,,,,,,No,"a spinal column, especially of an animal, or a ridge in a landscape.",,,,,,"a spinal column, especially of an animal, or a ridge in a landscape."
ching,(of a kettle, pot, etc.) make a whistling sound when boiling.,,,,,,No,"(of a kettle, pot, etc.) make a whistling sound when boiling.",,,,,,"(of a kettle, pot, etc.) make a whistling sound when boiling."
chino,relating to China.,,,,,,,,No,relating to China.,,,,,,relating to China.
chins,(on a human or primate) the protruding part of the face below the mouth, formed by the apex of the lower jaw.,,,,,,,No,"(on a human or primate) the protruding part of the face below the mouth, formed by the apex of the lower jaw.",,,,,,"(on a human or primate) the protruding part of the face below the mouth, formed by the apex of the lower jaw."
chips,a thin slice of food made crisp by being fried, baked, or dried and typically eaten as a snack.,,,,,,No,"a thin slice of food made crisp by being fried, baked, or dried and typically eaten as a snack.",,,,,,"a thin slice of food made crisp by being fried, baked, or dried and typically eaten as a snack."
chirp,(of a small bird or an insect) make a shrill noise.,,,,,,,,No,(of a small bird or an insect) make a shrill noise.,,,,,,(of a small bird or an insect) make a shrill noise.
chits,a short official note, memorandum, or voucher, typically recording a sum owed.,,,,,No,"a short official note, memorandum, or voucher, typically recording a sum owed.",,,,,,"a short official note, memorandum, or voucher, typically recording a sum owed."
chive,a small bulbous plant that is related to the onion and has long slender leaves that are used as a culinary herb.,,,,,,,,No,a small bulbous plant that is related to the onion and has long slender leaves that are used as a culinary herb.,,,,,,a small bulbous plant that is related to the onion and has long slender leaves that are used as a culinary herb.
chock,a wedge or block placed against a wheel or rounded object, to prevent it from moving.,,,,,,,No,"a wedge or block placed against a wheel or rounded object, to prevent it from moving.",,,,,,"a wedge or block placed against a wheel or rounded object, to prevent it from moving."
choir,a group of people who sing together, especially in a church service.,,,,,,,No,"a group of people who sing together, especially in a church service.",,,,,,"a group of people who sing together, especially in a church service."
choke,make (someone) unable to breathe properly; asphyxiate.,,,,,,,,No,make (someone) unable to breathe properly; asphyxiate.,,,,,,make (someone) unable to breathe properly; asphyxiate.
chomp,the action or sound of chewing or munching heavily or noisily.,,,,,,,,No,the action or sound of chewing or munching heavily or noisily.,,,,,,the action or sound of chewing or munching heavily or noisily.
chops,the lower part of the face, especially the fleshy lower part of each side of the jaw.,,,,,,,No,"the lower part of the face, especially the fleshy lower part of each side of the jaw.",,,,,,"the lower part of the face, especially the fleshy lower part of each side of the jaw."
chord,a group of (typically three or more) notes sounded together, as a basis of harmony.,,,,,,,No,"a group of (typically three or more) notes sounded together, as a basis of harmony.",,,,,,"a group of (typically three or more) notes sounded together, as a basis of harmony."
chore,a routine task, especially a household one.,,,,,,,No,"a routine task, especially a household one.",,,,,,"a routine task, especially a household one."
chose,select (someone or something) from a number of alternatives; pick out.,,,,,,,,No,select (someone or something) from a number of alternatives; pick out.,,,,,,select (someone or something) from a number of alternatives; pick out.
chows,food.,,,,,,,,No,food.,,,,,,food.
chubs,a North American freshwater fish of the minnow family, with a thick-lipped mouth.,,,,,,,No,"a North American freshwater fish of the minnow family, with a thick-lipped mouth.",,,,,,"a North American freshwater fish of the minnow family, with a thick-lipped mouth."
chuck,throw (something) carelessly or casually.,,,,,,,,No,throw (something) carelessly or casually.,,,,,,throw (something) carelessly or casually.
chuff,a rude or gruff sound made by a person to express discontent.,,,,,,,,No,a rude or gruff sound made by a person to express discontent.,,,,,,a rude or gruff sound made by a person to express discontent.
chugs,(of a person or vehicle) move slowly with much effort.,,,,,,,,No,(of a person or vehicle) move slowly with much effort.,,,,,,(of a person or vehicle) move slowly with much effort.
chump,a foolish or easily deceived person.,,,,,,,,No,a foolish or easily deceived person.,,,,,,a foolish or easily deceived person.
chums,a close friend.,,,,,,,,No,a close friend.,,,,,,a close friend.
chunk,a thick, solid piece of something.,,,,,,,No,"a thick, solid piece of something.",,,,,,"a thick, solid piece of something."
churn,stir or agitate (milk or cream) in a machine in order to produce butter.,,,,,,,,No,stir or agitate (milk or cream) in a machine in order to produce butter.,,,,,,stir or agitate (milk or cream) in a machine in order to produce butter.
chute,a sloping channel or slide for conveying things to a lower level.,,,,,,,,No,a sloping channel or slide for conveying things to a lower level.,,,,,,a sloping channel or slide for conveying things to a lower level.
cider,a fermented alcoholic drink made from apple juice; cider.,,,,,,,,No,a fermented alcoholic drink made from apple juice; cider.,,,,,,a fermented alcoholic drink made from apple juice; cider.
cinch,a girth for a saddle.,,,,,,,,No,a girth for a saddle.,,,,,,a girth for a saddle.
circa,(often preceding a date) approximately.,,,,,,,,No,(often preceding a date) approximately.,,,,,,(often preceding a date) approximately.
